composition,Eg (eV),en_min,en_max,en_weighted_mean,en_spread,en_weighted_std
SmAs,1.03,1.17,2.18,1.675,1.0100000000000002,0.5050000000000001
RbSbS2,2.1,0.82,2.58,2.0075,1.7600000000000002,0.7189358455383902
Na5GdMo4O16,3.38,0.93,3.44,2.6742307692307694,2.51,1.0345053558879946
Sr2V2Se3O15,2.96,0.95,3.44,2.9277272727272727,2.49,0.8408703922299355
UP2S7,1.41,2.19,2.58,2.4933333333333336,0.3900000000000001,0.16213848676020418
GaAs,1.51,1.81,2.18,1.995,0.3700000000000001,0.18500000000000005
TaON,2.8,1.5,3.44,2.6599999999999997,1.94,0.8363412381717564
RbBr,7.65,0.82,2.96,1.89,2.14,1.0699999999999998
PdSe2,0.4,2.2,2.55,2.433333333333333,0.34999999999999964,0.16499158227686092
Ba3EuP3O12,4.09,0.89,3.44,2.7221052631578946,2.55,1.0110056428983465
RbBr,7.25,0.82,2.96,1.89,2.14,1.0699999999999998
SbSeI,1.66,2.05,2.66,2.42,0.6100000000000003,0.2654555832275274
KBiSe2,0.7,0.82,2.55,1.9849999999999999,1.73,0.7065585609133895
Bi0.4Te3Sb1.6,0.21,,,,,
Na2TeSe3,1.95,0.93,2.55,1.9349999999999998,1.6199999999999997,0.7282341656363013
Tl2Te3,0.69,1.62,2.1,1.9080000000000001,0.48,0.23515101530718507
Al0.74Gd3Si0.7S7,2.34,,,,,
CsTbZnTe3,2.12,0.79,2.1,1.64,1.31,0.5242454895688978
BaB6,2.64,0.89,2.04,1.875714285714286,1.15,0.40241617202866503
La5In3S9O3,2.6,1.1,3.44,2.2190000000000003,2.34,0.7900753128658052
PbN6,3.02,2.33,3.04,2.9385714285714286,0.71,0.24844824533943666
GaN,3.24,1.81,3.04,2.425,1.23,0.615
CaO,6.97,1.0,3.44,2.2199999999999998,2.44,1.22
Na2S,2.4,0.93,2.58,1.4800000000000002,1.65,0.7778174593052023
Rb2Cd3Te4,2.3,0.82,2.1,1.6788888888888889,1.2800000000000002,0.49273487223961293
AgI,2.8,1.93,2.66,2.295,0.7300000000000002,0.3650000000000001
CdSe,1.84,1.69,2.55,2.12,0.8599999999999999,0.42999999999999994
SnSe,1.2,1.96,2.55,2.255,0.5899999999999999,0.29499999999999993
Rb2BaNb2Se11,1.53,0.82,2.55,2.11125,1.73,0.6831167085498641
TaZrN3,1.72,1.33,3.04,2.39,1.71,0.7978972364910158
Ba3In2P4O16,3.87,0.89,3.44,2.8012,2.55,0.9179774289164194
In0.2P0.2Ga0.8As0.8,1.58,,,,,
RbTa3Te2O12,3.88,0.82,3.44,2.822222222222222,2.62,0.9091116271488798
GaTe,1.8,1.81,2.1,1.955,0.29000000000000004,0.14500000000000002
ZnO,3.51,1.65,3.44,2.545,1.79,0.895
Ag2SnS3,1.43,1.93,2.58,2.2600000000000002,0.6500000000000001,0.3201562118716425
SnSe,1.3,1.96,2.55,2.255,0.5899999999999999,0.29499999999999993
Ba2GaErTe5,1.15,0.89,2.1,1.7033333333333334,1.21,0.5094441415242041
Na3MoO4Cl,4.69,0.93,3.44,2.43,2.51,1.127248370541687
K2Hg3Sn2S8,2.5,0.82,2.58,2.146666666666667,1.7600000000000002,0.5863180782552154
CdSb,0.57,1.69,2.05,1.8699999999999999,0.3599999999999999,0.17999999999999994
GeSe,1.22,2.01,2.55,2.28,0.54,0.27
HfS3,2.85,1.3,2.58,2.2600000000000002,1.28,0.5542562584220407
Ga0.9Sb0.9Hg0.1Te0.1,0.65,,,,,
InSb2S4Cl,1.8,1.78,3.16,2.42,1.3800000000000001,0.4082584965435503
GaS,2.59,1.81,2.58,2.1950000000000003,0.77,0.385
PtS,0.8,2.28,2.58,2.4299999999999997,0.30000000000000027,0.15000000000000013
AgS,0.9,1.93,2.58,2.255,0.6500000000000001,0.32500000000000007
Cs2P2Se8,2.44,0.79,2.55,2.1966666666666668,1.7599999999999998,0.6426680497910426
Y4GaSbS9,2.06,1.22,2.58,2.1306666666666665,1.36,0.5912525311197877
Zn0.55S0.55Ga0.45P0.45,2.3,,,,,
Zn0.95S0.95Ga0.05P0.05,2.7,,,,,
Mg2Sn,0.32,1.31,1.96,1.5266666666666666,0.6499999999999999,0.30641293851417056
Ga1.002Sb0.998Te0.006,0.7,,,,,
CsF,10.0,0.79,3.98,2.385,3.19,1.5949999999999998
KSbSe2,1.14,0.82,2.55,1.9924999999999997,1.73,0.7070493264263816
Ag3AsSe3,1.98,1.93,2.55,2.2314285714285718,0.6199999999999999,0.28777116759320964
As2Se3,1.84,2.18,2.55,2.402,0.36999999999999966,0.18126224096595503
LiGaSe2,3.13,0.98,2.55,1.9725,1.5699999999999998,0.6477798622989139
NbSe2,1.4,1.6,2.55,2.233333333333333,0.9499999999999997,0.44783429475148
Rb2CsSb,1.5,0.79,2.05,1.1199999999999999,1.2599999999999998,0.5370754136990447
OsS2,2.0,2.2,2.58,2.4533333333333336,0.3799999999999999,0.179133717900592
GeS,1.8,2.01,2.58,2.295,0.5700000000000003,0.28500000000000014
RuAs2,0.8,2.18,2.2,2.186666666666667,0.020000000000000018,0.009428090415820642
InSb0.99As0.01,0.35,,,,,
Ga1.1Sb0.9Se0.3,0.67,,,,,
Sm2S3,2.96,1.17,2.58,2.016,1.4100000000000001,0.6907561074648563
SiP,2.0,1.9,2.19,2.045,0.29000000000000004,0.14500000000000002
YbB66,1.27,1.1,2.04,2.0259701492537316,0.94,0.11397904627399705
Pb0.9Sn0.1Se,0.08,,,,,
TlTiPS5,1.3,1.54,2.58,2.28125,1.04,0.42445369299842356
CsYbMnSe3,1.6,0.79,2.55,1.8483333333333334,1.7599999999999998,0.7355364633306012
K10Fe4Sn4S17,2.2,0.82,2.58,1.9205714285714286,1.7600000000000002,0.7472614492059575
Pb0.95Te0.95Ge0.05S0.05,0.4,,,,,
BaSe,3.58,0.89,2.55,1.72,1.6599999999999997,0.83
K4In4P6Se20,2.2,0.82,2.55,2.19235294117647,1.73,0.5628658748579316
Pb0.94Sn0.06Te,0.28,,,,,
Bi2Te0.45Se2.55,0.2,,,,,
KNb3Te2O12,3.52,0.82,3.44,2.838888888888889,2.62,0.8853241019152809
Cd4P2I3,2.17,1.69,2.66,2.1244444444444444,0.9700000000000002,0.42479043489731144
Cr2S3,0.9,1.66,2.58,2.212,0.9200000000000002,0.45070611267210486
InSe,1.32,1.78,2.55,2.165,0.7699999999999998,0.3849999999999999
Sr0.5TaO3,3.7,,,,,
Tb4GaSbS9,2.44,1.1,2.58,2.098666666666667,1.48,0.640841807486233
Na3Sb,1.1,0.93,2.05,1.21,1.1199999999999997,0.48497422611928553
B12P2,3.3,2.04,2.19,2.0614285714285714,0.1499999999999999,0.05248906591678236
Dy2Te3,0.69,1.22,2.1,1.748,0.8800000000000001,0.4311101947298394
TiTlS2,1.0,1.54,2.58,2.08,1.04,0.5007993610219565
Bi2S3,1.25,2.02,2.58,2.3560000000000003,0.56,0.274342851191716
Ba2GaYTe5,1.08,0.89,2.1,1.701111111111111,1.21,0.5114998521656015
Pb0.99Se0.99Sn0.01Se0.01,0.31,,,,,
Tl2InGaSe4,2.05,1.62,2.55,2.12875,0.9299999999999997,0.4258355756627197
NaLaS3,2.61,0.93,2.58,1.954,1.65,0.7685727031322411
CsGe5BO12,4.89,0.79,3.44,2.8505263157894736,2.65,0.8145032304818527
Tl2.35Sb8.65Se14,0.6,,,,,
SnS0.8Se0.2,1.03,,,,,
Hg3PS4,2.03,2.0,2.58,2.3137499999999998,0.5800000000000001,0.27253153487257215
Zn2In2S5,2.95,1.65,2.58,2.1955555555555555,0.9300000000000002,0.4320008001821579
Cs2ZnGe3Te8,1.07,0.79,2.1,1.8614285714285717,1.31,0.45215132016453363
EuSb4S7,0.98,1.2,2.58,2.2883333333333336,1.3800000000000001,0.4089790812363011
PbSe,0.17,2.33,2.55,2.44,0.21999999999999975,0.10999999999999988
Na0.75Eu1.625GeSe4,2.0,,,,,
PbI2,2.36,2.33,2.66,2.5500000000000003,0.33000000000000007,0.1555634918610405
ZnHg3Se2Cl4,2.23,1.65,3.16,2.539,1.5100000000000002,0.5660998145203725
EuBiW2O9,3.63,1.2,3.44,2.9923076923076923,2.24,0.7211758970987682
CsSb,0.8,0.79,2.05,1.42,1.2599999999999998,0.6299999999999999
Hg2I2,2.37,2.0,2.66,2.33,0.6600000000000001,0.33000000000000007
Rb3CdB5O10,2.34,0.82,3.44,2.5657894736842106,2.62,0.9982896731250626
Hg0.5Cd0.5Se,0.8,,,,,
TlInSe2,1.44,1.62,2.55,2.125,0.9299999999999997,0.42874817783869346
TaGaSe2,2.17,1.5,2.55,2.1025,1.0499999999999998,0.46072632874625247
Ir0.67Se2,0.45,,,,,
Bi2Se3,0.4,2.02,2.55,2.338,0.5299999999999998,0.2596459127350168
La2Ge2Se7,1.08,1.1,2.55,2.188181818181818,1.4499999999999997,0.551705095496402
Bi12GeO20,3.25,2.01,3.44,2.8803030303030304,1.4300000000000002,0.6942206655056155
CaSnO3,4.4,1.0,3.44,2.656,2.44,1.0070471687066103
Ba2Sb7O14H,2.7,0.89,3.44,2.7704166666666663,2.55,0.8491931423743102
GaS,2.7,1.81,2.58,2.1950000000000003,0.77,0.385
Sr3EuP3O12,3.99,0.95,3.44,2.7315789473684213,2.49,0.9939303330340652
Zn0.15Cd0.85Se,2.5,,,,,
CuCl,3.2,1.9,3.16,2.5300000000000002,1.2600000000000002,0.6300000000000001
CsLuCoS3,1.5,0.79,2.58,1.9466666666666665,1.79,0.7075230659765721
BiSBr,1.92,2.02,2.96,2.52,0.94,0.38609152628187354
CoP2,0.35,1.88,2.19,2.0866666666666664,0.31000000000000005,0.14613540144521983
NaBr,7.03,0.93,2.96,1.945,2.03,1.015
Pb0.95Mn0.05Te,0.37,,,,,
TlBr,2.64,1.62,2.96,2.29,1.3399999999999999,0.6699999999999999
Ba6Ga2SnSe11,1.99,0.89,2.55,1.9485,1.6599999999999997,0.7328320066700144
La4Cd4In2S13,2.27,1.1,2.58,2.0982608695652174,1.48,0.5850429354285855
CsAg2AsS3,2.7,0.79,2.58,2.0814285714285714,1.79,0.5939078469024003
HgSe,0.6,2.0,2.55,2.275,0.5499999999999998,0.2749999999999999
MnO2,1.3,1.55,3.44,2.81,1.89,0.8909545442950498
SbSI,1.97,2.05,2.66,2.43,0.6100000000000003,0.27067816067549066
CuSbSe2,1.05,1.9,2.55,2.2624999999999997,0.6499999999999999,0.29235038908816247
Ce2Sn3Se9,0.3,1.12,2.55,2.2192857142857143,1.4299999999999997,0.5072962544666758
Hg0.7Cd0.3Te,0.27,,,,,
RuSe2,1.0,2.2,2.55,2.433333333333333,0.34999999999999964,0.16499158227686092
Na2Hg3Ge2S8,2.68,0.93,2.58,2.1679999999999997,1.65,0.5512313488908264
Hg4P2ZrCl6,3.22,1.33,3.16,2.513076923076923,1.83,0.6307795496341702
Cs3Bi,0.55,0.79,2.02,1.0975000000000001,1.23,0.5326056233274298
RbCd4Ga5S12,3.02,0.82,2.58,2.1631818181818185,1.7600000000000002,0.49581325630116724
GaSb,0.82,1.81,2.05,1.93,0.23999999999999977,0.11999999999999988
Cs4Cu3Bi9S17,0.9,0.79,2.58,2.1484848484848484,1.79,0.5742247538658097
SeTe,1.58,2.1,2.55,2.325,0.44999999999999973,0.22499999999999987
GaTe,1.8,1.81,2.1,1.955,0.29000000000000004,0.14500000000000002
La1.86Tb1.14Ga1.67S7,2.67,,,,,
ZnSe,2.79,1.65,2.55,2.0999999999999996,0.8999999999999999,0.44999999999999996
SrPbO3,1.78,0.95,3.44,2.72,2.49,0.9838902377806175
Na7Co2O6,0.5,0.93,3.44,2.0606666666666666,2.51,1.1670330853160171
In0.99Al0.01P,1.3,,,,,
PbSe0.99S0.01,0.26,,,,,
Bi2Te2Se,0.3,2.02,2.55,2.158,0.5299999999999998,0.19923855048659625
Cu3NbSe4,2.45,1.6,2.55,2.1875,0.9499999999999997,0.37395688254128967
Ba4LiGa5Se12,2.65,0.89,2.55,2.0086363636363633,1.6599999999999997,0.6666626205111373
GaSe,2.0,1.81,2.55,2.1799999999999997,0.7399999999999998,0.3699999999999999
Ag3SbS3,2.08,1.93,2.58,2.2257142857142855,0.6500000000000001,0.3093244779403358
Ga0.4Al0.6P,2.4,,,,,
Tl2Se,0.37,1.62,2.55,1.93,0.9299999999999997,0.43840620433565936
RbInTe3O8,3.9,0.82,3.44,2.8015384615384615,2.62,0.8641389325071266
K2RbSb,1.2,0.82,2.05,1.1275,1.23,0.5326056233274297
Ga2Te3,1.45,1.81,2.1,1.9840000000000004,0.29000000000000004,0.14207040508142435
CdIn2Te4,1.28,1.69,2.1,1.95,0.41000000000000014,0.17541786844967816
PbO2,1.45,2.33,3.44,3.0700000000000003,1.1099999999999999,0.5232590180780451
AgFeTe2,0.3,1.83,2.1,1.99,0.27,0.11554220008291345
TlCl,3.56,1.62,3.16,2.39,1.54,0.77
ZnSe,2.82,1.65,2.55,2.0999999999999996,0.8999999999999999,0.44999999999999996
Li2WTeO6,4.0,0.98,3.44,2.7060000000000004,2.46,0.9837499682337988
Nd2Se3,1.75,1.14,2.55,1.986,1.41,0.6907561074648562
SbSeI,1.91,2.05,2.66,2.42,0.6100000000000003,0.2654555832275274
K3B6O10Cl,6.89,0.82,3.44,2.6129999999999995,2.62,0.9683238094769746
ZrSe3,1.5,1.33,2.55,2.245,1.2199999999999998,0.5282754963085075
Rb5BS4O16,3.99,0.82,3.44,2.75,2.62,1.0164379734377076
KCuThS3,2.95,0.82,2.58,2.092,1.7600000000000002,0.6883719924575666
InSb0.3As0.7,0.11,,,,,
Cu3AsS4,1.24,1.9,2.58,2.275,0.6800000000000002,0.31682013824881783
Pr2Te3,1.3,1.13,2.1,1.7120000000000002,0.9700000000000002,0.47520101009993665
Eu3Sb4S9,1.2,1.2,2.58,2.1887499999999998,1.3800000000000001,0.5236634773401713
Ba2V2Te2O11,3.16,0.89,3.44,2.7694117647058825,2.55,0.9549774902689672
Na2In2GeS6,3.17,0.93,2.58,2.0827272727272725,1.65,0.6273912931422811
AlSb,1.5,1.61,2.05,1.83,0.4399999999999997,0.21999999999999986
HgIn2Se4,0.6,1.78,2.55,2.2514285714285713,0.7699999999999998,0.35138211074996684
Cd4V3Te3O15,2.66,1.63,3.44,2.782,1.81,0.8158676363234418
AgAlS2,3.13,1.61,2.58,2.175,0.97,0.420505648000119
Rb2Cu2SnS4,2.08,0.82,2.58,1.9688888888888887,1.7600000000000002,0.6785023449471383
TlBr,3.01,1.62,2.96,2.29,1.3399999999999999,0.6699999999999999
TlTaS3,0.78,1.5,2.58,2.1719999999999997,1.08,0.5011347124277065
CuGaTe2,1.0,1.81,2.1,1.9775,0.29000000000000004,0.12656520058847145
Cu0.35Ga1.65S2.65,2.57,,,,,
CdBiO2Cl,3.08,1.69,3.44,2.75,1.75,0.7452247982991441
Ga2S3,2.85,1.81,2.58,2.272,0.77,0.37722142038860945
Si30P16Te8,1.24,1.9,2.19,2.0155555555555553,0.29000000000000004,0.1322548979232579
Ga1.01Sb0.99Se0.03,0.62,,,,,
EuHo2Se4,1.8,1.2,2.55,1.98,1.3499999999999999,0.6582444183475574
HgSe,0.1,2.0,2.55,2.275,0.5499999999999998,0.2749999999999999
As2Te3,1.72,2.1,2.18,2.132,0.08000000000000007,0.03919183588453088
GaN,3.4,1.81,3.04,2.425,1.23,0.615
CuCl,3.28,1.9,3.16,2.5300000000000002,1.2600000000000002,0.6300000000000001
Zn0.5Hg0.5Se,0.75,,,,,
Mg3Sb2,0.82,1.31,2.05,1.6059999999999999,0.7399999999999998,0.3625244819319102
GeSe,1.28,2.01,2.55,2.28,0.54,0.27
TaGaS2,2.46,1.5,2.58,2.1175,1.08,0.4753091099484629
Pb0.01Sn0.99Te,0.26,,,,,
Pb0.8Sn0.2Se,0.08,,,,,
SmTe,0.32,1.17,2.1,1.635,0.9300000000000002,0.4650000000000001
Ce2GeSe5,1.7,1.12,2.55,2.125,1.4299999999999997,0.6058465152165191
RbBiSe2,0.9,0.82,2.55,1.9849999999999999,1.73,0.7065585609133895
GaAs0.05Sb0.95,1.28,,,,,
CrSb2,0.16,1.66,2.05,1.92,0.3899999999999999,0.18384776310850232
La2GeSe5,1.24,1.1,2.55,2.12,1.4499999999999997,0.6141457481738353
TlScTe2,0.85,1.36,2.1,1.7950000000000002,0.74,0.3185514087239295
GaS,2.58,1.81,2.58,2.1950000000000003,0.77,0.385
CdSb,0.45,1.69,2.05,1.8699999999999999,0.3599999999999999,0.17999999999999994
Sr2TiO4,3.41,0.95,3.44,2.457142857142857,2.49,1.1494186640672417
Nb2O5,3.08,1.6,3.44,2.914285714285714,1.8399999999999999,0.8312272706728311
In6S7,0.7,1.78,2.58,2.210769230769231,0.8,0.39881481220971454
Hg4P2HfCl6,3.26,1.3,3.16,2.5107692307692306,1.86,0.6351433701076601
PbSe,0.27,2.33,2.55,2.44,0.21999999999999975,0.10999999999999988
DyN,2.6,1.22,3.04,2.13,1.82,0.91
CsInTe3O8,3.9,0.79,3.44,2.7992307692307694,2.65,0.8694512994585594
Cu5Ta11O30,2.58,1.5,3.44,2.808695652173913,1.94,0.8713373247252509
LiB3O5,7.75,0.98,3.44,2.6999999999999997,2.46,0.8821186617078982
LaF3,6.6,1.1,3.98,3.26,2.88,1.2470765814495917
AlN,5.9,1.61,3.04,2.325,1.43,0.7150000000000001
Zn2In2S5,2.5,1.65,2.58,2.1955555555555555,0.9300000000000002,0.4320008001821579
K2Sb8Se3,1.31,0.82,2.55,1.976153846153846,1.73,0.5338472622466879
CaS,6.0,1.0,2.58,1.79,1.58,0.79
CdSiAs2,1.5,1.69,2.18,1.9875,0.4900000000000002,0.20632195714465304
IrP2,1.0,2.19,2.2,2.1933333333333334,0.010000000000000231,0.004714045207910426
Ba3Bi2TeO9,2.3,0.89,3.44,2.6513333333333335,2.55,1.0329883295027533
As2Te3,1.63,2.1,2.18,2.132,0.08000000000000007,0.03919183588453088
NaNO2,3.02,0.93,3.44,2.7125,2.51,1.0420022792681405
Cs3As,0.6,0.79,2.18,1.1375000000000002,1.3900000000000001,0.6018876556301849
CuInS2,1.5,1.78,2.58,2.21,0.8,0.3724244889907215
SnS2,2.43,1.96,2.58,2.3733333333333335,0.6200000000000001,0.29227080289043966
SbI3,2.5,2.05,2.66,2.5075000000000003,0.6100000000000003,0.26413774815425395
RbI,6.26,0.82,2.66,1.74,1.8400000000000003,0.92
PbSe0.5S0.5,0.33,,,,,
Mn2P2Se6,2.5,1.55,2.55,2.278,0.9999999999999998,0.38978968688255455
Na2CdGe2Se6,2.37,0.93,2.55,2.0790909090909087,1.6199999999999997,0.6129133788043424
KAg2PS4,3.02,0.82,2.58,2.1487499999999997,1.7600000000000002,0.5708423052822909
Cu0.5Ga1.5S2.5,2.46,,,,,
P2Se5,2.2,2.19,2.55,2.447142857142857,0.3599999999999999,0.16263142252294518
Na2BaSnS4,3.27,0.89,2.58,1.8787500000000001,1.69,0.7706723931087709
Pb4Ga5GeS12,2.35,1.81,2.58,2.333636363636364,0.77,0.316522948393168
CsAg5Te3,0.65,0.79,2.1,1.8600000000000003,1.31,0.38617785194562015
GaSb,0.78,1.81,2.05,1.93,0.23999999999999977,0.11999999999999988
TlBr,2.63,1.62,2.96,2.29,1.3399999999999999,0.6699999999999999
CdS,2.58,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
TlPTe,0.3,1.62,2.19,1.97,0.5699999999999998,0.25019992006393604
Pb0.94Se0.94Ge0.06Te0.06,0.28,,,,,
BiI3,1.8,2.02,2.66,2.5,0.6400000000000001,0.2771281292110204
BaZnGeSe4,2.46,0.89,2.55,2.107142857142857,1.6599999999999997,0.5957399788909415
SiP2,1.89,1.9,2.19,2.0933333333333333,0.29000000000000004,0.1367073110293992
Pb7Bi4Se13,0.29,2.02,2.55,2.3975,0.5299999999999998,0.19410585599958932
Sr2Bi5.42La2.58S14,1.0,,,,,
YbSnTe2,0.75,1.1,2.1,1.815,1.0,0.41674332628129745
BaPrO3,2.0,0.89,3.44,2.468,2.55,1.1928688108924637
CaS,5.38,1.0,2.58,1.79,1.58,0.79
As2S3,1.89,2.18,2.58,2.4200000000000004,0.3999999999999999,0.1959591794226542
Dy2O3,5.0,1.22,3.44,2.552,2.2199999999999998,1.0875734457957311
AgGaGe5Se12,2.14,1.81,2.55,2.336315789473684,0.7399999999999998,0.28306983565183286
LaBeB3O7,5.65,1.1,3.44,2.7391666666666663,2.34,0.8640260251996014
Ba2GaSmTe5,1.04,0.89,2.1,1.6955555555555555,1.21,0.5169378022141781
Zn0.7S0.7Ga0.3P0.3,2.4,,,,,
Na2EuGeSe4,2.0,0.93,2.55,1.90875,1.6199999999999997,0.7135551397754766
AlSb,1.63,1.61,2.05,1.83,0.4399999999999997,0.21999999999999986
Li6Rb5B11O22,6.53,0.82,3.44,2.4568181818181816,2.62,1.062363943646588
K9Bi13S24,1.4,0.82,2.58,2.077391304347826,1.7600000000000002,0.664878003790459
MnO,3.6,1.55,3.44,2.495,1.89,0.945
KBaB5O9,3.65,0.82,3.44,2.6793750000000003,2.62,0.9324059520267982
FeI2,5.15,1.83,2.66,2.3833333333333333,0.8300000000000001,0.39126575225655635
CdS,2.53,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
La3LuSe6,1.26,1.1,2.55,1.9869999999999997,1.4499999999999997,0.6911012950356842
PrF3,5.9,1.13,3.98,3.2675,2.85,1.234086200392825
NdIn3S6,1.15,1.14,2.58,2.196,1.4400000000000002,0.50190038852346
AgS,1.2,1.93,2.58,2.255,0.6500000000000001,0.32500000000000007
NaSbSe2,1.6,0.93,2.55,2.02,1.6199999999999997,0.6615889962809235
Mg2Sn,0.33,1.31,1.96,1.5266666666666666,0.6499999999999999,0.30641293851417056
NdFMoO4,3.66,1.14,3.98,3.005714285714286,2.84,0.9180547313727643
CdSb,0.56,1.69,2.05,1.8699999999999999,0.3599999999999999,0.17999999999999994
Ru2Ge3,0.34,2.01,2.2,2.086,0.1900000000000004,0.09308061022576096
ZnAs,0.9,1.65,2.18,1.915,0.5300000000000002,0.2650000000000001
Bi2YVO8,2.09,1.22,3.44,2.8674999999999997,2.2199999999999998,0.8318766434995035
